,_id,_type,abuse_flaggers,anonymous,anonymous_to_peers,at_position_list,author_id,author_username,body,child_count,closed,comment_count,comment_thread_id,commentable_id,context,course_id,created_at,depth,endorsed,endorsement,historical_abuse_flaggers,last_activity_at,parent_id,parent_ids,pinned,sk,thread_type,title,updated_at,visible,votes
14,5757f203f3ea61050b0000a1,Comment,[],False,False,[],10892690,dobeng233,"Good day, I am Dennis from Ghana. With the world getting more dynamic and its people getting ever mobile, the educational needs of the citizens of this world and of the next generation can not be met with the traditional 'four-walled' classrooms. With advances in computer and information technology, the solution to this problem of educating peoples of the world can be met i.e. online. For a person of my lifestyle and the nature of  work (high mobility with little notice) online education is remains the most plausible medium for me to get educated in the ever increasing world of knowledge acquisition. 
To me, the success of online course would be measured by the content of the materials and the fluidity with which they are ordered. If an online course it able to take people out of their ignorance after reading the materials online, that is a successful course. It's all encapsulated in the sense that education must take us out of ignorance.",0.0,,,5757964335c79c055900008a,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-08 10:22:59.923,0.0,False,,[],,,[],,5757f203f3ea61050b0000a1,,,2016-06-08 10:22:59.923,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
15,57570e617e622b0563000026,Comment,[],False,False,[],10555658,JayLockhart,"I believe the same file can be found here: https://github.com/jalapic/shinyapps.  Look under Golf, and there is a pga.csv file.",0.0,,,57566d00f012b7055600091a,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-07 18:11:45.991,0.0,False,,[],,,[],,57570e617e622b0563000026,,,2016-06-07 18:11:45.991,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
16,5757d2527e622b05180000af,Comment,[],False,False,[],10891414,MariaSocorroSadaya,"Online course is more practical for a busy body like me. Though, this is my first time to engage in this type of school set-up.  I will take the challenge.",0.0,,,5757964335c79c055900008a,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-08 08:07:46.922,0.0,False,,[],,,[],,5757d2527e622b05180000af,,,2016-06-08 08:07:46.922,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
17,57566f15e136290514000896,Comment,[],False,False,[],10375233,BrandonEvans84,"Hello everyone,

My name is Brandon Evans, I am taking the course because I am interested in the subject and learning more about predictive modeling.  I am excited to learn more throughout this course and will likely take the other two in this series. 

A little about myself, I am really curious person that loves to travel and loves to share with friends and family. I wish I had more time for both, but always excited to take advantage of an opportunity to do either!!!

I imagine that tracking success should be based on two pillars, lets call them satisfaction and achievement. Satisfaction would be a survey with standard Likert scales given to the students. Surveys with related questions should be proctored before and after the course to get a better overall feel if objectives were fulfilled.

The achievement pillar should measure attendance, scores and their distribution, how the scores and attendance compare to past classes. I think also some kind of Likert scale survey that the professor fills out, not just the grades, would also be important.

Thanks!

Brandon",0.0,,,57564ebc3ba2a905170008f5,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-07 06:52:06.001,0.0,False,,[],,,[],,57566f15e136290514000896,,,2016-06-07 06:52:06.001,True,"{u'count': 1, u'point': 1, u'down_count': 0, u'up': [u'8873892'], u'down': [], u'up_count': 1}"
18,5755ea2bf012b70569000909,Comment,[],False,False,[],2568789,Saywlee,"""More data"" = ""Better data"", in my view, conforms to the believe that with improved analytical tools and critical thinking we can change more data to better data to inform decision making.",0.0,,,57559276e136290517000940,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-06 21:24:59.998,0.0,False,,[],,,[],,5755ea2bf012b70569000909,,,2016-06-06 21:24:59.998,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
19,5755cbd13ba2a9052f0008ad,Comment,[],False,False,[],10569347,TaraShui,"Hi, are you talking about the Energy Efficiency data set? You can click on the hyperlink which takes you to http://archive.ics.uci.edu/ml/datasets/Energy+efficiency, and then click ""Download: Data Folder"" which will take you to the file page. Here is a direct link if you are having trouble: http://archive.ics.uci.edu/ml/machine-learning-databases/00242/

Let me know if it works!",0.0,,,57500f76f012b70535000628,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-06 19:15:29.015,0.0,True,"{u'user_id': u'10569347', u'time': datetime.datetime(2016, 6, 6, 19, 15, 30, 588000)}",[],,,[],,5755cbd13ba2a9052f0008ad,,,2016-06-06 19:15:30.665,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
20,5755cb07f012b7052c00086d,Comment,[],False,False,[],10569347,TaraShui,"It's great that you're staying up to date with the latest advancements in data science! Conceptually, the idea behind Google's flu trends remains a great potential application of data science. I would think that encountering a few flukes only shows that things can always be improved.",0.0,,,57455e58f012b705560002ae,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-06 19:12:07.895,0.0,True,"{u'user_id': u'10569347', u'time': datetime.datetime(2016, 6, 6, 19, 12, 10, 675000)}",[],,,[],,5755cb07f012b7052c00086d,,,2016-06-06 19:12:10.687,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
21,5755c9d7e1362905200008b7,Comment,[],False,False,[],10569347,TaraShui,"Yes, you could say that the comma means ""or"". When we define A to represent the event with outcome {2}, and B to represent the event with outcome {4, 6}, we mean it on a per instance basis. So one instance of B might result in 4, and another instance of B might result in 6. B does not mean that both 4 and 6 occur--only one of them occurs each time the event happens.",0.0,,,5743238fe13629050e0001b0,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-06 19:07:03.572,0.0,True,"{u'user_id': u'10569347', u'time': datetime.datetime(2016, 6, 6, 19, 7, 7, 61000)}",[],,,[],,5755c9d7e1362905200008b7,,,2016-06-06 19:07:07.071,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
22,5755c729e13629055f0008ad,Comment,[],False,False,[],10569347,TaraShui,"Hi, sorry for the late response! What she means by that was, if you see in the equation, you take the summation of each x (x_1, x_2, ..., x_n) minus x bar (the mean of x). This gives you the difference of each x value from the mean of x and if it is truly linear, the sum of those differences would approach zero. You do the same for the y value. s_x and s_y in the denominators represent the standard deviations of x and y, respectively. Let me know if you have any questions! ",0.0,,,573c276842c3ca0569000299,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-06 18:55:37.155,1.0,False,,[],,573df854f012b7055c000030,[ObjectId('573df854f012b7055c000030')],,573df854f012b7055c000030-5755c729e13629055f0008ad,,,2016-06-06 18:55:37.155,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
23,5755935df012b7052000088c,Comment,[],False,False,[],10746406,violinnut404,"I agree. Different visualizations can also draw out different patterns. For instance, the CDC accidental death data showed a drastic difference in percentages of causes of death between men and women. However, when you looked at the raw numbers, men died much more frequently than women.",0.0,,,57557a4ee13629050e000872,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-06 15:14:37.232,0.0,False,,[],,,[],,5755935df012b7052000088c,,,2016-06-06 15:14:37.232,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
24,57557f303ba2a9052f000892,Comment,[],False,False,[],10848465,sosauce,"Hi everyone, i'm rather new to data analytics and am excited to be in this course with all of you.

The success of any course, can be measured according to a framework similar to the Kirkpatrick Model for evaluating training effectiveness - an online course can be modified slightly to arrive at something similar to the following:

Level 1: Participation
Level 2: Completion
Level 3: Satisfaction
Level 4: Learning Retention
Level 5: Application of Learning
Level 6: Effectiveness of Application 
Level 7: Return on Investment of Learning
",0.0,,,575579eaf012b70532000883,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-06 13:48:32.040,0.0,False,,[],,,[],,57557f303ba2a9052f000892,,,2016-06-06 13:48:32.040,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
25,5754cd3c3ba2a905350007c9,Comment,[],False,False,[],5349156,ne3pa2014,"Nice, I believe that the general public understanding is very important. For it not miss interpretation of the information generate or display to avoid confusion and bad used. Useful for the user that not have back ground or knowledge of scientists.",0.0,,,5750b267e13629051d000724,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-06 01:09:16.669,0.0,False,,[],,,[],,5754cd3c3ba2a905350007c9,,,2016-06-06 01:09:16.669,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
26,5754cb5de13629051d000895,Comment,[],False,False,[],5349156,ne3pa2014,"Yes, it could be a close definition of what is data literacy, but that did't  explain how we can measure it.",0.0,,,57512746f012b70511000715,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-06 01:01:17.891,0.0,False,,[],,,[],,5754cb5de13629051d000895,,,2016-06-06 01:01:17.891,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
27,57523b16e13629053500075a,Comment,[],False,False,[],10836555,azineft,"Hello guys,

I am Azin, Environmental Engineering PhD student in America. In my opinion, a successful course is an interesting course not just about general topics that can be easily found in the Internet. The successful course should be interactive to help students focus and concentrate on the course more and better.",0.0,,,5751d227e13629050e00075d,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-04 02:21:10.022,0.0,False,,[],,,[],,57523b16e13629053500075a,,,2016-06-04 02:21:10.022,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
28,5754cab6e1362905440008bc,Comment,[],False,False,[],5349156,ne3pa2014,"Agree before measure it, all we need is answers: how, why, and for what or purpose of all data analysis    ",0.0,,,5751e75af012b70574000739,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-06 00:58:30.601,0.0,False,,[],,,[],,5754cab6e1362905440008bc,,,2016-06-06 00:58:30.601,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
29,57548e17e13629050800082b,Comment,[],False,False,[],315774,Janrugira,"Interdiscipline approach is key as well
",0.0,,,57548d7b3ba2a90529000807,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-05 20:39:51.008,0.0,False,,[],,,[],,57548e17e13629050800082b,,,2016-06-05 20:39:51.008,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
30,575249cdf012b705660007b4,Comment,[],False,False,[],9575237,Carleshia,"Hello Azin!

   I agree with you, to a point. A successful course may not always be interesting; it certainly may be required. Picture something in you field of study that, to put it blunt, sucks! But it is necessary to learn. This subject matter is not, not successful because it lacks interest and may not be interactive. 

   Maybe, think no further than say Math- how interactive can that be? I do agree, though, that success depends on the individual, thus, the interactive nature of the course will vary from person-to-person. A passionate interest in something, will delight and entertain anyone :)",0.0,,,57523b4ef012b70563000787,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-04 03:23:57.019,0.0,False,,[],,,[],,575249cdf012b705660007b4,,,2016-06-04 03:23:57.019,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
31,57503d45f012b705140006c3,Comment,[],False,False,[],468320,DocBrownBR,"That's a very nice metric to evaluate the success , it is probably the main reason for someone to take a course in this field nowadays.
BTW, I'm also from Brazil and have just finished my PhD in atmospheric sciences. I am trying to get ready to move from academia to a data science career and would like to know more about your MBA, if possible :)",0.0,,,574f7f07f012b705350005e0,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-02 14:05:57.677,0.0,False,,[],,,[],,57503d45f012b705140006c3,,,2016-06-02 14:05:57.677,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
32,574f621ef012b7051d000649,Comment,[],False,False,[],9745908,Ivan_Calderon,"I agree with you, specially in those languages that are more graphic. Also, English has a lot of compound words (show up, trade off, etc) that have a very different meaning together than by themselves. That kind of situations does not happen in languages like Spanish or Portuguese. The last one, however, could have some very interesting challenges because sometimes pronouns could be in the middle or in the end of a verb.",0.0,,,573ae5d2aab18f05300001f1,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-01 22:30:54.257,0.0,False,,[],,,[],,574f621ef012b7051d000649,,,2016-06-01 22:30:54.257,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
33,574f3de9f012b7056300063b,Comment,[],False,False,[],10754667,MickBenjamins,"No, that's not a polar chart. It's a multi-level pie chart.",0.0,,,56fac649c3bac70508000630,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-01 19:56:25.134,0.0,True,"{u'user_id': u'10569347', u'time': datetime.datetime(2016, 6, 6, 19, 16, 15, 630000)}",[],,,[],,574f3de9f012b7056300063b,,,2016-06-06 19:16:15.662,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
34,574e5f45f012b7051d0005be,Comment,[],False,False,[],6898871,digitalbabz,"Hi Srimamgana,
Yes, I agree with you that having clear cut goals is essential to achieving them. I have the impression that this class will focus primarily on statistics to form the foundation for the next class in this series. I strongly feel a need for a refresher in stats. So here we go. Good luck to you in the claas.
Sincerely,
Digitalbabz",0.0,,,574e09483ba2a9055c00058d,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-01 04:06:29.028,0.0,False,,[],,,[],,574e5f45f012b7051d0005be,,,2016-06-01 04:06:29.028,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
35,574e36833ba2a9052c00056e,Comment,[],False,False,[],10612619,nathalialuznunes,Good!,0.0,,,574e09483ba2a9055c00058d,,,course-v1:ColumbiaX+DS101X+1T2016,2016-06-01 01:12:35.341,0.0,False,,[],,,[],,574e36833ba2a9052c00056e,,,2016-06-01 01:12:35.341,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
36,574cac573ba2a9051d0004be,Comment,[],False,False,[],9745908,Ivan_Calderon,I also can stay that de sum of square of the error is less than the half of the sum of squares of the groups,0.0,,,574c51f73ba2a905410004c0,,,course-v1:ColumbiaX+DS101X+1T2016,2016-05-30 21:10:47.624,0.0,False,,[],,,[],,574cac573ba2a9051d0004be,,,2016-05-30 21:10:47.624,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
37,574cd3143ba2a9052f000524,Comment,[],False,False,[],9745908,Ivan_Calderon,"Hi everyone, I also have a Mac, I first installed and old R version, uninstalled it, then installed the latest one, which does not need the tcltk package (but do need the gfortran complement), and with that version the knit installation was successful. To download the learning activities files, i just right click on the box that says ""raw"" and then click on ""download the associated file"".
Nevertheless, the files are downloaded with an txt extension, so i performed the old ""change file extension"" trick (deleting the .txt) and a .Rmd file shows up, and this one actually work with the knitr complement.
",0.0,,,56f05cb981e07b05530001c7,,,course-v1:ColumbiaX+DS101X+1T2016,2016-05-30 23:56:04.480,0.0,False,,[],,,[],,574cd3143ba2a9052f000524,,,2016-05-30 23:56:04.480,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
38,574d728ef012b70543000536,Comment,[],False,False,[],4483109,JoseAMunozMata,"Plotting data let at grasp quickly how the data are distributed, identify outliers, watch skewness, and make on the fly comparisons between data sets. Visualization also helps to create a story on the data set. Plots and charts are key elements for reporting.",0.0,,,574d691ee13629051100052b,,,course-v1:ColumbiaX+DS101X+1T2016,2016-05-31 11:16:30.905,0.0,False,,[],,,[],,574d728ef012b70543000536,,,2016-05-31 11:16:30.905,True,"{u'count': 0, u'point': 0, u'down_count': 0, u'up': [], u'down': [], u'up_count': 0}"
